state,crop_year,season,crop,yield_kg_ha
Uttar Pradesh,2016,Rabi,Rapeseed &Mustard,1244.6972752889692
Telangana,2010,Kharif,Turmeric,6193.20836923796
Manipur,2022,Kharif,Arhar/Tur,1180.186170212766
Maharashtra,2011,Kharif,Small millets,521.7241379310345
Haryana,2011,Kharif,Moong(Green Gram),474.89018164549447
Bihar,2020,Rabi,Lentil,1077.8454954204296
Delhi,2018,Kharif,Maize,5100.0
West Bengal,2008,Kharif,Sunflower,1086.8964155228596
Nagaland,2006,Rabi,Urad,1196.969696969697
Nagaland,2026,Rabi,Linseed,970.8586375588745
Odisha,2009,Rabi,Onion,14315.259644738298
Madhya Pradesh,2015,Kharif,Jowar,1926.235576923077
Odisha,2022,Winter,Potato,13184.743414626013
Jharkhand,2014,Rabi,Masoor,742.4984690753215
Jammu and Kashmir,2024,Kharif,Horse-gram,457.47117987920666
Haryana,2006,Whole Year,Sweet potato,21052.63157894737
Andhra Pradesh,2004,Whole Year,Banana,23969.124333838558
West Bengal,2018,Rabi,Masoor,828.8484136310224
Karnataka,2011,Kharif,Onion,4936.289731946682
Bihar,2013,Whole Year,Sugarcane,49916.22750592867
Odisha,2012,Kharif,Arhar/Tur,998.6280857487228
Meghalaya,2025,Kharif,Banana,9979.466339101931
Meghalaya,2021,Rabi,Linseed,717.9161372299874
Uttar Pradesh,2021,Kharif,Soyabean,769.7572631390573
Arunachal Pradesh,2013,Whole Year,Ginger,8026.963999416995
Gujarat,2014,Kharif,Jowar,1219.7462860958103
Uttar Pradesh,2022,Kharif,Ginger,5134.09771204259
Kerala,2003,Kharif,Jowar,510.5683419445749
West Bengal,2026,Kharif,Cotton(lint),3222.0341580296445
Maharashtra,2014,Whole Year,Grapes,23629.499632115316
Kerala,2001,Autumn,Rice,2023.665694182255
Telangana,2021,Rabi,Potato,3487.5773455094054
West Bengal,2015,Autumn,Rice,2597.643768275628
Mizoram,2012,Kharif,Potato,7017.391304347826
Nagaland,2018,Kharif,Soyabean,1260.0557546794105
West Bengal,2007,Kharif,Niger seed,652.6725373745649
Haryana,2013,Kharif,Bajra,2057.071960297767
Haryana,2013,Kharif,Maize,3000.0
Madhya Pradesh,2025,Whole Year,Coriander,2002.4176194781776
Chhattisgarh,2003,Rabi,Rapeseed &Mustard,411.9933470730737
Delhi,2023,Kharif,Arhar/Tur,2001.0468463752943
Manipur,2018,Kharif,Cowpea(Lobia),1017.6348547717843
Bihar,2008,Kharif,Jowar,1060.0250104210088
Maharashtra,2022,Kharif,Moong(Green Gram),298.2980609030284
Uttar Pradesh,2000,Kharif,Bajra,1449.8813861363662
West Bengal,2011,Kharif,Mesta,11865.377532228362
Chhattisgarh,2022,Kharif,Rice,1906.9541343557978
Nagaland,2000,Kharif,Moong(Green Gram),900.0
Karnataka,2005,Kharif,Jowar,1491.993848800547
Karnataka,2024,Kharif,Soyabean,1118.0288942659683
Arunachal Pradesh,2007,Kharif,Rice,1275.0727652403873
Jharkhand,2016,Rabi,Potato,9159.160737386805
Uttarakhand,2026,Rabi,Rapeseed &Mustard,1017.9113753402908
Odisha,2011,Winter,Rapeseed &Mustard,212.2883405902274
Telangana,2024,Kharif,Groundnut,3327.536374834699
Goa,2025,Rabi,Other  Rabi pulses,913.7253134752093
Telangana,2026,Kharif,Small millets,2808.974648878169
Assam,2003,Whole Year,Sweet potato,3463.9980473517207
Jammu and Kashmir,2008,Rabi,other oilseeds,555.5555555555555
Telangana,2015,Kharif,Cotton(lint),2105.207595519203
Rajasthan,2008,Rabi,Wheat,3931.8258952637802
Goa,2024,Whole Year,Arecanut,1719.9379581049225
Maharashtra,2011,Kharif,Rice,1836.3228699551569
Arunachal Pradesh,2012,Kharif,Maize,1436.044307795982
Uttarakhand,2002,Whole Year,Sannhamp,314.9488395308211
Gujarat,2006,Kharif,Ragi,1004.9019607843137
Punjab,2008,Kharif,Jowar,1000.0
Uttarakhand,2004,Whole Year,Onion,8652.322738386309
Uttarakhand,2026,Rabi,Gram,807.9170845870946
Meghalaya,2022,Whole Year,Black pepper,722.1962323570019
Madhya Pradesh,2016,Whole Year,Onion,25331.921322048824
West Bengal,2003,Whole Year,Sesamum,875.5150394582979
Uttarakhand,2008,Kharif,Soyabean,1216.7387127761767
Kerala,2016,Whole Year,Cashewnut,670.7472216221406
Mizoram,2019,Rabi,Other  Rabi pulses,1393.687707641196
Nagaland,2012,Kharif,Tapioca,20208.121827411167
Nagaland,2025,Kharif,Sesamum,422.4710691310066
Uttar Pradesh,2009,Rabi,Potato,24865.65568965804
Telangana,2004,Whole Year,Mango,4775.6398217522465
Gujarat,2003,Rabi,Other  Rabi pulses,509.80392156862746
Karnataka,2004,Whole Year,Dry chillies,686.5476651589057
Bihar,2000,Whole Year,Coriander,472.7200318598168
Jammu and Kashmir,2005,Kharif,Potato,7330.788804071247
Meghalaya,2019,Rabi,Cowpea(Lobia),1516.3593099345628
Assam,2018,Rabi,Wheat,1398.2295662437298
Himachal Pradesh,2009,Rabi,Garlic,1747.119341563786
Maharashtra,2003,Kharif,Urad,597.9690361245214
West Bengal,2018,Autumn,Jowar,468.75
Jammu and Kashmir,2022,Kharif,Other Kharif pulses,1112.5443545140974
Madhya Pradesh,2021,Whole Year,Tobacco,460.2188701567583
Rajasthan,2007,Kharif,Maize,3222.085677489257
Bihar,2004,Kharif,Sesamum,772.7531285551763
Telangana,2025,Kharif,Ragi,1231.557145546978
Himachal Pradesh,2001,Kharif,Small millets,605.6256761630003
Chhattisgarh,2003,Whole Year,Turmeric,908.5545722713864
Gujarat,2019,Kharif,Maize,1497.329477575931
West Bengal,2014,Whole Year,Banana,28486.169745912448
Andhra Pradesh,2007,Kharif,Sesamum,219.5121951219512
Jammu and Kashmir,2018,Rabi,Rapeseed &Mustard,1151.2117684411048
Arunachal Pradesh,2018,Kharif,Sesamum,891.8655625913298
Meghalaya,2019,Rabi,Castor seed,902.7777777777778
Telangana,2021,Kharif,Groundnut,3014.6199774759434
Arunachal Pradesh,2004,Kharif,Rice,1109.4030022525114
Assam,2000,Kharif,Cotton(lint),454.27375971309027
Sikkim,2024,Rabi,Barley,963.6703652911108
Uttarakhand,2006,Rabi,Peas & beans (Pulses),979.8121127323606
Haryana,2026,Kharif,Bajra,2772.1747886935427
Bihar,2018,Rabi,Peas & beans (Pulses),1036.3856149894227
Uttarakhand,2022,Whole Year,Tobacco,600.92180546726
Karnataka,2003,Kharif,Soyabean,481.9283523598569
Madhya Pradesh,2015,Whole Year,Sugarcane,50588.23529411765
West Bengal,2020,Rabi,Wheat,4309.570895655309
Meghalaya,2000,Kharif,Small millets,809.2857142857143
Gujarat,2022,Kharif,Sesamum,3658.934953518999
Kerala,2024,Whole Year,Banana,8340.584612476603
Karnataka,2014,Kharif,Rapeseed &Mustard,218.78072763028516
Punjab,2010,Rabi,Masoor,671.8181818181819
Goa,2025,Whole Year,Arecanut,1745.0999208310343
Kerala,2000,Whole Year,Sugarcane,81838.43183843183
Tamil Nadu,2008,Whole Year,Castor seed,308.16585189208763
Karnataka,2007,Whole Year,Tomato,21321.1426105818
Himachal Pradesh,2001,Whole Year,Sannhamp,1000.0
Telangana,2019,Rabi,Gram,1531.7825638499314
Jharkhand,2002,Rabi,Wheat,1369.9291077201487
Gujarat,2011,Whole Year,Banana,71674.82517482518
Manipur,2008,Whole Year,Potato,8307.692307692309
Tripura,2021,Whole Year,Potato,5182.561215310132
Bihar,2025,Kharif,Sannhamp,638.974320796944
Himachal Pradesh,2008,Rabi,Coriander,139.7058823529412
Andhra Pradesh,2019,Kharif,Oilseeds total,4093.399640749006
Madhya Pradesh,2021,Kharif,Bajra,1588.0300649113572
Gujarat,2000,Kharif,Small millets,238.0952380952381
Chhattisgarh,2023,Whole Year,Onion,7025.904545867952
Haryana,2025,Whole Year,Potato,27556.59220709965
Haryana,2005,Whole Year,Onion,22922.848664688427
Uttar Pradesh,2017,Kharif,Cotton(lint),369.6385542168675
West Bengal,2019,Whole Year,Tobacco,1350.2079070688403
Jharkhand,2010,Kharif,Maize,3153.3852068765987
Chhattisgarh,2016,Whole Year,Cotton(lint),1860.759493670886
Andhra Pradesh,2002,Kharif,Gram,1216.2162162162163
Uttar Pradesh,2024,Rabi,Peas & beans (Pulses),1296.0552648933901
Arunachal Pradesh,2026,Kharif,Arhar/Tur,1021.0827960290655
Odisha,2002,Kharif,Small millets,375.8212877792378
Meghalaya,2022,Rabi,Masoor,1681.885109583382
Madhya Pradesh,2024,Rabi,Wheat,3631.5554512671865
Madhya Pradesh,2015,Whole Year,Turmeric,17121.045417769856
Tamil Nadu,2026,Whole Year,Coriander,748.1455215019308
Assam,2002,Rabi,Other  Rabi pulses,530.8316529779177
Nagaland,2002,Kharif,Moong(Green Gram),1000.0
Nagaland,2016,Rabi,Urad,817.0731707317074
Rajasthan,2001,Kharif,Cotton(lint),371.532520160878
Andhra Pradesh,2000,Kharif,Groundnut,1059.8770161907241
Madhya Pradesh,2016,Kharif,Jowar,1981.9004524886877
Karnataka,2021,Kharif,Arhar/Tur,712.3720408731556
Bihar,2025,Kharif,Urad,912.8723406036944
Karnataka,2014,Whole Year,Sannhamp,244.37299035369776
Gujarat,2003,Kharif,Groundnut,2267.095357590966
Chhattisgarh,2025,Kharif,Cotton(lint),2351.1359729991564
Mizoram,2003,Rabi,Masoor,727.2727272727273
West Bengal,2023,Rabi,Peas & beans (Pulses),1241.1985207482394
Karnataka,2007,Whole Year,Banana,17685.02232185626
Telangana,2016,Kharif,Potato,10945.945945945947
Himachal Pradesh,2015,Kharif,Sesamum,338.5826771653543
Chhattisgarh,2011,Whole Year,Ginger,1189.7560975609756
Chhattisgarh,2013,Whole Year,Tobacco,681.8181818181819
Uttar Pradesh,2010,Kharif,Bajra,1664.6398053186667
Uttarakhand,2017,Kharif,Small millets,1324.1723100075244
Chhattisgarh,2009,Kharif,Urad,273.253945843841
Odisha,2003,Whole Year,Turmeric,2372.582001682086
Odisha,2019,Rabi,Safflower,600.0
Bihar,2026,Kharif,Horse-gram,1092.8256110452905
Nagaland,2007,Kharif,Maize,1809.9452848406822
Madhya Pradesh,2022,Rabi,Mustard,1599.4521600562634
Jammu and Kashmir,2001,Kharif,Maize,1648.1150222374692
Uttar Pradesh,2023,Kharif,Jowar,1086.5418290482075
Andhra Pradesh,2000,Kharif,Jowar,988.1330184848166
Uttarakhand,2002,Kharif,Sunflower,764.7058823529412
Maharashtra,2000,Kharif,Small millets,624.7203579418344
Puducherry,2023,Kharif,Groundnut,3624.6012346190496
Kerala,2016,Whole Year,Arhar/Tur,1579.5454545454545
Maharashtra,2021,Kharif,Groundnut,1351.260936398827
Rajasthan,2006,Kharif,Moong,428.541397097565
Andhra Pradesh,2023,Whole Year,Tapioca,15652.055621001262
Uttarakhand,2020,Kharif,Small millets,1458.352878107619
Punjab,2013,Rabi,Peas & beans (Pulses),1400.0
Jammu and Kashmir,2017,Rabi,Garlic,814.4329896907217
West Bengal,2002,Kharif,Bajra,759.0361445783133
Andhra Pradesh,2010,Rabi,Other  Rabi pulses,867.380417889829
Madhya Pradesh,2002,Kharif,Sesamum,230.0028510786581
Manipur,2013,Whole Year,Potato,8474.324324324325
Karnataka,2012,Whole Year,Cashewnut,804.7757239290896
Madhya Pradesh,2003,Whole Year,Onion,13441.985916402868
Arunachal Pradesh,2004,Rabi,Wheat,1554.932211313698
Gujarat,2001,Kharif,Urad,563.7642919964819
Mizoram,2023,Kharif,Sesamum,784.7800828844278
Madhya Pradesh,2004,Whole Year,Potato,14994.008829093968
Karnataka,2022,Whole Year,Garlic,2513.9205557842874
Chhattisgarh,2019,Rabi,Wheat,1168.6877547861086
Manipur,2003,Kharif,Other Kharif pulses,508.54700854700855
Sikkim,2018,Kharif,Other Kharif pulses,990.3635567236092
West Bengal,2003,Kharif,Bajra,693.7984496124031
Maharashtra,2008,Kharif,Rice,1490.0300100033344
Bihar,2010,Rabi,Peas & beans (Pulses),1035.0913838120105
Tripura,2016,Rabi,Linseed,700.0
Chhattisgarh,2016,Rabi,Wheat,1479.5033002330729
Mizoram,2025,Kharif,Potato,4426.677412855128
Assam,2024,Rabi,Moong(Green Gram),809.5899387138161
Puducherry,2024,Kharif,Other Kharif pulses,1831.5789473684208
Manipur,2026,Kharif,Ginger,21120.15416005441
Tamil Nadu,2006,Whole Year,Bajra,1510.7003297105873
Uttar Pradesh,2002,Rabi,Onion,10320.039029149897
Maharashtra,2010,Kharif,Ragi,979.1666666666666
Jammu and Kashmir,2025,Rabi,Wheat,1664.8879783997427
Uttar Pradesh,2023,Kharif,Urad,640.726557180918
Sikkim,2015,Kharif,Soyabean,973.1543624161073
Madhya Pradesh,2016,Rabi,Masoor,1132.1739130434783
West Bengal,2024,Kharif,Other Kharif pulses,569.5301033208732
Karnataka,2013,Whole Year,Tobacco,822.8151770285672
Jammu and Kashmir,2011,Kharif,Other Cereals,510.2564102564103
Maharashtra,2006,Rabi,Safflower,605.8106169296987
Telangana,2011,Kharif,Groundnut,1560.911705462691
Punjab,2001,Rabi,Potato,19729.666470018776
Meghalaya,2023,Kharif,Arhar/Tur,1326.6858529428362
West Bengal,2007,Rabi,Horse-gram,499.77406235878897
Haryana,2022,Kharif,Guar seed,1042.9566592963542
Haryana,2025,Kharif,Horse-gram,754.1039706104374
West Bengal,2010,Rabi,Onion,16177.014162689355
Uttar Pradesh,2011,Rabi,Turmeric,2816.7396061269146
Himachal Pradesh,2013,Kharif,Peas & beans (Pulses),1325.691699604743
Delhi,2013,Kharif,Maize,22378.37837837838
Manipur,2018,Rabi,Peas & beans (Pulses),937.0945761787954
Telangana,2004,Kharif,Arhar/Tur,836.3643130537264
Andhra Pradesh,2005,Kharif,Mesta,9141.369137214762
Himachal Pradesh,2021,Kharif,Cotton(lint),497.89674952198857
Madhya Pradesh,2009,Whole Year,Potato,12287.00126556984
Karnataka,2012,Kharif,Onion,5308.980055802418
Tamil Nadu,2016,Kharif,Maize,4553.640684860237
Gujarat,2006,Whole Year,Sugarcane,76603.42434058306
West Bengal,2011,Kharif,Jowar,260.8695652173913
Uttarakhand,2013,Kharif,Small millets,1223.6420696869718
Assam,2019,Whole Year,Tapioca,9666.768014594101
Goa,2024,Whole Year,Cashewnut,419.23601844472597
West Bengal,2023,Rabi,Barley,1690.4295438912739
Arunachal Pradesh,2022,Rabi,Wheat,2590.5079713693844
Gujarat,2005,Whole Year,Garlic,7293.628808864266
Nagaland,2008,Kharif,Small millets,951.3422818791946
Goa,2021,Whole Year,Cashewnut,447.4661236609261
Uttarakhand,2006,Kharif,Ragi,1362.4721426297358
Punjab,2005,Rabi,Wheat,4179.065743944637
Jammu and Kashmir,2006,Kharif,Maize,1504.6446516974765
Gujarat,2010,Whole Year,Dry chillies,907.8947368421053
Puducherry,2016,Kharif,Sweet potato,10000.0
Odisha,2002,Kharif,Jute,9128.163992869875
Andhra Pradesh,2010,Whole Year,Mango,6500.337689956437
Tripura,2026,Kharif,Moong(Green Gram),583.3846153846154
Uttarakhand,2009,Rabi,Gram,721.5909090909091
Tripura,2023,Rabi,Wheat,2405.552438754866
Assam,2009,Kharif,Niger seed,513.4074558534991
West Bengal,2006,Rabi,Wheat,2281.3123001759736
Gujarat,2016,Kharif,Other Kharif pulses,602.5881861824254
Madhya Pradesh,2000,Rabi,Mustard,1125.4110462272827
West Bengal,2003,Rabi,Safflower,712.8279883381924
Andhra Pradesh,2025,Rabi,Gram,988.0553518325646
Kerala,2014,Whole Year,Arecanut,1302.4222741658564
Puducherry,2017,Kharif,Groundnut,3000.0
Puducherry,2015,Rabi,Moong(Green Gram),1111.111111111111
Nagaland,2025,Kharif,Ginger,9195.863418494053
Karnataka,2026,Kharif,Urad,537.498903884775
Madhya Pradesh,2026,Whole Year,Coriander,2238.9375817181703
Haryana,2021,Rabi,Masoor,949.4131214027817
Meghalaya,2001,Kharif,Cotton(lint),1075.1058309436023
Gujarat,2014,Kharif,Bajra,1631.3949548255928
Meghalaya,2019,Kharif,Ginger,6662.551440329218
Nagaland,2026,Kharif,Cowpea(Lobia),1588.644333062583
Rajasthan,2003,Kharif,Moong,588.8589673901769
Chhattisgarh,2012,Whole Year,Dry chillies,1010.1757631822387
Chhattisgarh,2026,Rabi,Rapeseed &Mustard,518.7297955046625
Karnataka,2002,Rabi,Gram,524.9197062949014
Meghalaya,2018,Whole Year,Dry chillies,1012.4623979372583
Puducherry,2011,Rabi,Other  Rabi pulses,1000.0
Andhra Pradesh,2024,Kharif,other oilseeds,18481.567747056364
Maharashtra,2023,Rabi,Rapeseed &Mustard,494.25383357973965
Andhra Pradesh,2021,Kharif,Niger seed,389.24800541406495
Karnataka,2016,Whole Year,Sugarcane,68946.1770142383
Manipur,2010,Whole Year,Banana,12955.07713171724
Haryana,2017,Kharif,Jowar,518.90756302521
Uttar Pradesh,2006,Rabi,Onion,19182.05980066445
Maharashtra,2022,Rabi,Safflower,537.9398785505688
Madhya Pradesh,2004,Whole Year,Sweet potato,5780.680728667306
Arunachal Pradesh,2019,Whole Year,Sugarcane,21500.0
Bihar,2019,Rabi,Wheat,2594.828339952934
West Bengal,2015,Autumn,Maize,2690.4787991673056
Puducherry,2022,Rabi,Dry chillies,12922.839506172839
Assam,2001,Whole Year,Sweet potato,3435.814455231931
Assam,2015,Kharif,Cotton(lint),476.6558089033659
Nagaland,2008,Rabi,Urad,692.3076923076923
Karnataka,2018,Rabi,Gram,483.81758030209204
Jharkhand,2007,Rabi,Wheat,1249.577906899572
Telangana,2019,Whole Year,Mango,7537.412918440094
Goa,2010,Kharif,Rice,2357.6978323322014
Telangana,2010,Kharif,Maize,3011.5010150997114
Chhattisgarh,2006,Kharif,Potato,4036.4963503649633
Madhya Pradesh,2007,Rabi,Barley,1018.0000627726688
Chhattisgarh,2000,Rabi,Gram,514.999643035625
Odisha,2007,Autumn,Moong(Green Gram),250.34829231223878
Chhattisgarh,2021,Whole Year,Tobacco,587.2705974228817
Uttar Pradesh,2023,Kharif,Bajra,1695.4123996237347
Odisha,2006,Winter,Potato,9701.076320939335
Jharkhand,2012,Rabi,Masoor,972.8820269200316
Karnataka,2023,Rabi,Safflower,636.8109712606255
Meghalaya,2003,Kharif,Castor seed,560.0
Telangana,2009,Kharif,Groundnut,1903.3455931029011
Bihar,2007,Rabi,Rapeseed &Mustard,992.4880285046411
Chhattisgarh,2004,Whole Year,Ginger,990.9774436090225
Uttarakhand,2006,Kharif,Potato,10127.145274353396
Goa,2010,Kharif,Other Kharif pulses,811.1111111111111
Punjab,2015,Rabi,Masoor,700.0
Madhya Pradesh,2016,Rabi,Rapeseed &Mustard,1295.3403656821379
Manipur,2016,Rabi,Wheat,2497.777777777778
Jammu and Kashmir,2001,Whole Year,Sugarcane,3303.030303030303
Andhra Pradesh,2002,Rabi,Wheat,1348.9677653024266
Uttarakhand,2020,Rabi,Masoor,756.8678347393468
Telangana,2025,Kharif,Horse-gram,689.6685310283044
Tamil Nadu,2023,Whole Year,Potato,21135.22903606737
Andhra Pradesh,2024,Kharif,Sannhamp,10.000601238551415
Arunachal Pradesh,2026,Kharif,other oilseeds,1204.1254591692568
Uttar Pradesh,2001,Rabi,Linseed,420.22576231430804
Delhi,2015,Kharif,Bajra,2197.0310391363023
Uttar Pradesh,2009,Kharif,Guar seed,834.9743993698306
Andhra Pradesh,2025,Kharif,Jowar,2395.9994970984426
Jammu and Kashmir,2025,Kharif,Small millets,416.0181024659773
Puducherry,2019,Summer,Other Summer Pulses,809.5238095238095
Tamil Nadu,2020,Whole Year,Sugarcane,79114.47378019195
Bihar,2011,Kharif,Ragi,1213.9348500517062
Jammu and Kashmir,2009,Kharif,Urad,360.4496094494189
Gujarat,2003,Rabi,Wheat,2681.3693219223173
Nagaland,2016,Kharif,Ragi,969.6969696969697
Chhattisgarh,2015,Whole Year,Cotton(lint),1918.3673469387754
Himachal Pradesh,2025,Kharif,Urad,805.459133102742
Jharkhand,2025,Rabi,Linseed,536.3916535866081
Karnataka,2000,Kharif,Other Kharif pulses,302.2349272349272
Bihar,2024,Whole Year,Banana,1726.1294371429196
Kerala,2012,Whole Year,Turmeric,2627.0928462709285
Karnataka,2011,Whole Year,Mesta,1246.060606060606
Himachal Pradesh,2014,Kharif,Maize,1741.7290217286068
Mizoram,2003,Kharif,Maize,1946.236559139785
Odisha,2001,Kharif,Jowar,578.3034257748776
Bihar,2008,Rabi,Other  Rabi pulses,741.0435200769416
Kerala,2009,Kharif,Ragi,805.4607508532423
Gujarat,2021,Kharif,Arhar/Tur,1540.0059648000679
Bihar,2010,Kharif,Safflower,800.0
Arunachal Pradesh,2025,Whole Year,Oilseeds total,1302.9095414731112
Karnataka,2016,Kharif,Other Kharif pulses,370.3314470493128
West Bengal,2002,Kharif,Moong(Green Gram),482.0143884892086
Telangana,2023,Kharif,Sugarcane,84279.95536479946
Tamil Nadu,2026,Kharif,Bajra,2969.543835373955
Nagaland,2007,Kharif,Soyabean,1180.0
Uttar Pradesh,2024,Kharif,Maize,2257.937840084252
Bihar,2024,Rabi,Rapeseed &Mustard,1352.6378476982522
Kerala,2015,Whole Year,Groundnut,1378.619153674833
Uttar Pradesh,2019,Kharif,Moong,704.1223876825234
Uttar Pradesh,2018,Kharif,Groundnut,994.4374059703856
Madhya Pradesh,2021,Kharif,Horse-gram,414.96887884965935
Chhattisgarh,2016,Rabi,Safflower,344.0366972477064
Tripura,2021,Kharif,Groundnut,1296.6672558377031
Meghalaya,2024,Kharif,Jute,11623.542583295639
West Bengal,2017,Autumn,Ragi,996.7445989937852
Odisha,2026,Summer,Horse-gram,462.8389092648503
Madhya Pradesh,2014,Kharif,Urad,507.72889417360284
Uttar Pradesh,2024,Summer,Banana,60610.524096159235
Punjab,2022,Rabi,Mustard,1741.3882929460303
Gujarat,2015,Kharif,Jowar,1371.9828105546408
Arunachal Pradesh,2012,Whole Year,Ginger,8179.348619833504
Mizoram,2021,Whole Year,Tobacco,909.1343691309544
Bihar,2022,Kharif,Other Kharif pulses,998.7323774774312
West Bengal,2018,Kharif,Moong(Green Gram),750.9637625289129
Nagaland,2023,Kharif,Cowpea(Lobia),1315.9633027522937
West Bengal,2023,Autumn,Ragi,681.7990574755484
Punjab,2020,Kharif,Groundnut,1849.11791343929
West Bengal,2006,Rabi,Horse-gram,471.83098591549293
Karnataka,2011,Kharif,Potato,8264.15705585072
Chhattisgarh,2005,Kharif,Moong(Green Gram),272.64600715137067
Andhra Pradesh,2022,Kharif,Other Kharif pulses,820.6379790194819
Uttarakhand,2021,Kharif,Sunflower,784.1179976162097
Punjab,2007,Kharif,Maize,3405.2287581699347
Puducherry,2017,Kharif,Arecanut,1500.0
Bihar,2013,Kharif,Other Kharif pulses,788.861985472155
Tamil Nadu,2014,Whole Year,Tapioca,32434.38651562713
Manipur,2012,Whole Year,Turmeric,11701.226993865032
Sikkim,2006,Kharif,Other Kharif pulses,571.7842323651453
Delhi,2018,Kharif,Jowar,961.0142630744849
Rajasthan,2008,Rabi,Gram,1061.7420683179453
Maharashtra,2020,Kharif,Cotton(lint),550.92519853827
Bihar,2022,Kharif,Horse-gram,1096.652549435699
Punjab,2022,Rabi,Masoor,569.6341267473088
Nagaland,2023,Kharif,Small millets,983.1018334864345
Puducherry,2016,Kharif,Banana,12111.111111111111
Nagaland,2015,Kharif,Sweet potato,8506.09756097561
Meghalaya,2002,Whole Year,Sweet potato,3313.547345043408
Haryana,2024,Kharif,Urad,899.7142776316161
Tamil Nadu,2011,Rabi,Rapeseed &Mustard,244.1860465116279
Manipur,2001,Kharif,Rice,2382.1738328104816
Assam,2015,Whole Year,Onion,9448.312360343409
Madhya Pradesh,2011,Kharif,Jowar,1540.9992372234935
Rajasthan,2023,Rabi,Gram,1272.8470253574085
Tamil Nadu,2002,Whole Year,Sweet potato,13662.162162162162
Odisha,2024,Rabi,Mustard,1681.3784063858586
Jharkhand,2024,Kharif,Sunflower,862.6977012230262
Mizoram,2010,Whole Year,Sugarcane,5571.227080394922
Jammu and Kashmir,2007,Kharif,Peas & beans (Pulses),568.3453237410072
Bihar,2008,Whole Year,Onion,9290.442418101993
West Bengal,2020,Whole Year,Mango,7951.85999467098
Meghalaya,2021,Kharif,Sweet potato,3914.2827843635914
Delhi,2024,Kharif,Bajra,2779.869425357367
Jharkhand,2010,Rabi,Rapeseed &Mustard,745.7756563245823
Uttarakhand,2001,Rabi,Masoor,522.288210799372
Madhya Pradesh,2023,Whole Year,Ginger,18531.598590705828
Jammu and Kashmir,2025,Rabi,Barley,563.6549085168447
Puducherry,2013,Summer,Cotton(lint),746.2686567164179
Meghalaya,2021,Whole Year,Turmeric,6045.375875833961
Karnataka,2024,Whole Year,Turmeric,5435.639186899238
West Bengal,2017,Kharif,Safflower,980.1980198019802
Goa,2016,Whole Year,Black pepper,362.9343629343629
Nagaland,2009,Rabi,Masoor,712.041884816754
Assam,2025,Whole Year,Turmeric,1328.3673181502816
Uttar Pradesh,2022,Kharif,Maize,2441.9526534152988
Jammu and Kashmir,2003,Kharif,Maize,1658.2759683550807
Himachal Pradesh,2004,Rabi,Wheat,1869.2443646844495
Nagaland,2017,Rabi,Other  Rabi pulses,1272.1342031686859
Gujarat,2000,Rabi,Rapeseed &Mustard,1235.2625937834941
Bihar,2012,Kharif,Groundnut,1022.3097112860893
West Bengal,2001,Kharif,Bajra,757.6470588235294
Meghalaya,2021,Kharif,Cotton(lint),1086.8018230115226
West Bengal,2009,Autumn,Groundnut,916.4237123420797
Madhya Pradesh,2016,Kharif,Bajra,2781.3620071684586
Uttar Pradesh,2010,Kharif,Guar seed,832.8553871364195
Assam,2009,Rabi,Linseed,510.92388976153075
Maharashtra,2001,Kharif,Castor seed,273.109243697479
Odisha,2001,Kharif,Urad,299.1392160285764
Gujarat,2024,Rabi,Wheat,3423.036362855473
Odisha,2000,Kharif,Urad,249.84188962520966
Andhra Pradesh,2010,Whole Year,Tobacco,3302.634483123946
West Bengal,2001,Rabi,Horse-gram,860.3640315131757
West Bengal,2023,Rabi,Wheat,2430.4318037301255
Nagaland,2018,Kharif,Sugarcane,43509.00900900901
Assam,2011,Whole Year,Tapioca,7298.322580645161
Sikkim,2010,Kharif,Small millets,964.3333333333334
Gujarat,2016,Whole Year,Garlic,5113.718030014796
Odisha,2004,Winter,Sugarcane,63929.656219798424
Telangana,2004,Kharif,Rice,2689.299532986155
Himachal Pradesh,2005,Rabi,Linseed,110.11904761904762
Himachal Pradesh,2023,Rabi,Barley,1616.6762543673385
Manipur,2012,Kharif,Rice,2099.4376069769337
West Bengal,2019,Kharif,Niger seed,516.4179104477612
Karnataka,2004,Whole Year,Sannhamp,251.70068027210885
Uttarakhand,2007,Kharif,Groundnut,852.522639068564
Uttarakhand,2007,Kharif,Moong(Green Gram),375.0
Gujarat,2014,Rabi,Rapeseed &Mustard,1819.6023955720834
Goa,2009,Kharif,Rice,1901.6556503882437
Meghalaya,2000,Whole Year,Sweet potato,3376.0451098580593
Puducherry,2015,Kharif,Rice,3209.3266963583965
Meghalaya,2011,Rabi,Tobacco,677.0670826833074
Haryana,2023,Rabi,Rapeseed &Mustard,2122.524176219262
Assam,2013,Whole Year,Dry chillies,871.0547184773989
Gujarat,2010,Kharif,Moong(Green Gram),502.8184892897407
Sikkim,2000,Kharif,Soyabean,821.6867469879518
Gujarat,2018,Whole Year,Sugarcane,72435.0561044219
West Bengal,2014,Kharif,Bajra,292.6829268292683
Tripura,2016,Kharif,Cowpea(Lobia),637.1590324240865
West Bengal,2002,Kharif,Jowar,751.065124771759
Nagaland,2018,Kharif,Rice,2486.2433609263603
Sikkim,2010,Kharif,Maize,6871.371670400797
Arunachal Pradesh,2003,Whole Year,Dry chillies,1466.5057332528665
Jammu and Kashmir,2006,Kharif,Sugarcane,4886.792452830188
